Company Name,Ticker,Industry,Year,Revenue,Cost of Sales / COGS,Gross Profit,Operating Profit / EBIT,EBITDA,Interest Expense,Net Income,Cash & Cash Equivalents,Accounts Receivable,Inventory,Current Assets,Total Assets,Current Liabilities,Total Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Total Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Capital Expenditure,Distress Status,Distress Event,Distress Event Year,Current Ratio,Quick Ratio,Cash Ratio,Net Profit Margin,EBIT Margin,ROA,ROE,ROE_negative_equity_flag,Debt-to-Equity,Debt-to-Equity_negative_equity_flag,Debt Ratio,Liabilities-to-Assets,Interest Coverage,Asset Turnover,Inventory Turnover,Receivables Turnover,Operating Cash Flow Ratio,CFO to Debt,Free Cash Flow,CFO to Net Income
JP Morgan Chase & Co.,JPM,Banks - Diversified,2025,181847000000.0,,,,,97898000000.0,57048000000.0,343338000000.0,111599000000.0,0.0,,4424900000000.0,,4062462000000.0,66012000000.0,433970000000.0,499982000000.0,362438000000.0,-147782000000.0,-265565000000.0,269533000000.0,,0.0,,,,,,0.3137142762872085,,0.01289249474564397,0.1574007140531622,False,1.379496631147948,False,0.1129928359962937,0.9180912562995774,,0.041096295961490656,,1.7089116726654199,,-0.29557464068706474,,-2.5904852054410323
Coca-Cola Company (The),KO,Beverages - Non-Alcoholic,2023,45754000000.0,18520000000.0,27234000000.0,13098000000.0,15607000000.0,1527000000.0,10714000000.0,9366000000.0,3410000000.0,4424000000.0,26732000000.0,97703000000.0,23571000000.0,70223000000.0,6517000000.0,35547000000.0,42064000000.0,25941000000.0,11599000000.0,-3349000000.0,-8310000000.0,-1852000000.0,0.0,,,1.1341054685842773,0.9464172075855924,0.39735267913962075,0.23416531887922368,0.28627005289155044,0.10965886410857395,0.41301414748853166,False,1.6215257700165762,False,0.43052925703407263,0.7187394450528642,8.577603143418468,0.4682967769669304,4.18625678119349,13.417595307917889,0.4920877349285139,0.2757464815519209,13451000000.0,1.082602202725406
Coca-Cola Company (The),KO,Beverages - Non-Alcoholic,2024,47061000000.0,18324000000.0,28737000000.0,14022000000.0,15817000000.0,1656000000.0,10631000000.0,10828000000.0,3569000000.0,4728000000.0,25997000000.0,100549000000.0,25249000000.0,74177000000.0,2147000000.0,42375000000.0,44522000000.0,24856000000.0,6805000000.0,2524000000.0,-6910000000.0,-2064000000.0,0.0,,,1.0296249356410154,0.8423699948512813,0.42884866727395143,0.22589830220352308,0.29795371964046663,0.1057295447990532,0.4277035725780496,False,1.7911972964274219,False,0.4427890879073884,0.73771991765209,8.467391304347826,0.46804045788620474,4.004370629370629,13.486459378134404,0.2695156243811636,0.15284578410673375,8869000000.0,0.640109114852789
Coca-Cola Company (The),KO,Beverages - Non-Alcoholic,2025,47941000000.0,18397000000.0,29544000000.0,14911000000.0,18702000000.0,1654000000.0,13107000000.0,10270000000.0,3038000000.0,4425000000.0,31044000000.0,104816000000.0,21281000000.0,70541000000.0,3373000000.0,42119000000.0,45492000000.0,32169000000.0,7408000000.0,-67000000.0,-8140000000.0,-2112000000.0,0.0,,,1.4587660354306657,1.2508340773459894,0.48259010384850337,0.2733985523873094,0.31102813875388496,0.1250477026408182,0.4074419472162641,False,1.4141564860580063,False,0.4340177072202717,0.6729983971912685,9.015114873035067,0.45738246069302396,4.019884190975636,14.512184047222643,0.3481039424839058,0.16284181834168646,9520000000.0,0.5651941710536355
Kohl's Corporation,KSS,Department Stores,2023,18098000000.0,11457000000.0,6641000000.0,246000000.0,1054000000.0,304000000.0,-19000000.0,153000000.0,210000000.0,3189000000.0,3736000000.0,14345000000.0,3115000000.0,10582000000.0,360000000.0,1637000000.0,1997000000.0,3763000000.0,282000000.0,-783000000.0,-933000000.0,-826000000.0,1.0,Severe Operating Profit Erosion & Credit Facility Amendments,2024.0,1.1993579454253611,0.17560192616372391,0.04911717495987159,-0.0010498397612995912,0.013592662172615759,-0.0013245033112582781,-0.005049162901939941,False,0.530693595535477,False,0.13921226908330428,0.7376786336702684,0.8092105263157895,1.2616242593238063,3.5926622765757292,86.18095238095238,0.09052969502407705,0.1412118177265899,1108000000.0,-14.842105263157896
Kohl's Corporation,KSS,Department Stores,2024,17476000000.0,10498000000.0,6978000000.0,717000000.0,1466000000.0,344000000.0,317000000.0,183000000.0,167000000.0,2880000000.0,3410000000.0,14009000000.0,2612000000.0,10116000000.0,92000000.0,1638000000.0,1730000000.0,3893000000.0,1168000000.0,-562000000.0,-576000000.0,-577000000.0,1.0,Severe Operating Profit Erosion & Credit Facility Amendments,2024.0,1.3055130168453293,0.2029096477794793,0.07006125574272588,0.018139162279697873,0.041027695124742504,0.022628310371903777,0.08142820446956076,False,0.4443873619316722,False,0.12349204083089442,0.722107216789207,2.0843023255813953,1.2474837604397173,3.45954852529247,92.71087533156499,0.44716692189892804,0.6751445086705202,1745000000.0,3.684542586750789
Kohl's Corporation,KSS,Department Stores,2025,16221000000.0,9661000000.0,6560000000.0,509000000.0,1176000000.0,319000000.0,109000000.0,134000000.0,159000000.0,2945000000.0,3388000000.0,13559000000.0,3131000000.0,9757000000.0,643000000.0,1174000000.0,1817000000.0,3802000000.0,648000000.0,-467000000.0,-230000000.0,-466000000.0,0.0,,,1.082082401788566,0.14148834238262537,0.04279782816991377,0.006719684359780532,0.03137907650576413,0.008038940924846964,0.02866912151499211,False,0.47790636507101525,False,0.13400693266465077,0.7195958404012095,1.5956112852664577,1.1963271627701157,3.3170815450643776,99.51533742331289,0.20696263174704568,0.35663181067694,1114000000.0,5.944954128440367
"Lucid Group, Inc.",LCID,Auto Manufacturers,2023,595271000.0,1936066000.0,-1340795000.0,-3075042000.0,-2568948000.0,24915000.0,-2828420000.0,1369947000.0,51822000.0,696236000.0,4757155000.0,8512718000.0,1008410000.0,3661026000.0,72533000.0,1996960000.0,2069493000.0,4851692000.0,-2489753000.0,-946975000.0,3070915000.0,-910644000.0,1.0,Sustained Operating Deficit / Dilutive Emergency Financing,2024.0,4.7174809849168495,4.027051496910978,1.3585218313979432,-4.751482938023186,-5.1657849954054536,-0.332258157735285,-0.5829760009497718,False,0.4265507785737429,False,0.24310602089720346,0.4300654620533653,-123.42131246237207,0.06992725472639878,2.7807611212290086,11.486839566207403,-2.468988804157039,-1.203073892977652,-1579109000.0,0.8802628322526358
"Lucid Group, Inc.",LCID,Auto Manufacturers,2024,807832000.0,1730943000.0,-923111000.0,-3000516000.0,-2384483000.0,32923000.0,-2713942000.0,1606865000.0,112025000.0,407774000.0,4873936000.0,9647931000.0,1165291000.0,5775119000.0,126417000.0,2002151000.0,2128568000.0,3872812000.0,-2019674000.0,-1294454000.0,3549673000.0,-883841000.0,1.0,Sustained Operating Deficit / Dilutive Emergency Financing,2024.0,4.18259130122862,3.8326581085754547,1.378938823006442,-3.359537626635241,-3.714282177482447,-0.2812978243729148,-0.7007678141877272,False,0.5496182102307058,False,0.22062429758255941,0.5985862668379366,-91.13738116210551,0.08373111291944356,3.1357379009248105,9.86080916953011,-1.733192824796553,-0.9488416625637518,-1135833000.0,0.7441846583309444
"Lucid Group, Inc.",LCID,Auto Manufacturers,2025,1353790000.0,2610176000.0,-1256386000.0,-3501753000.0,-2154040000.0,95101000.0,-2698051000.0,997827000.0,177162000.0,1109529000.0,3299651000.0,8386981000.0,2636130000.0,7669694000.0,671746000.0,2046576000.0,2718322000.0,717287000.0,-2931912000.0,1478429000.0,887344000.0,-868158000.0,0.0,,,1.251702685375911,0.8308095579504804,0.37851964812054034,-1.9929612421424299,-2.586629388605323,-0.3216951367840228,-3.7614664701855745,False,3.78972712456799,False,0.32411209707044764,0.914476138672545,-36.82141092102081,0.16141565123373952,3.440546812337417,9.362730689830455,-1.1122031159313084,-1.078574208647835,-2063754000.0,1.086677753682195
Linde plc,LIN,Specialty Chemicals,2023,32854000000.0,17492000000.0,15362000000.0,8105000000.0,12217000000.0,413000000.0,6199000000.0,4664000000.0,5092000000.0,2115000000.0,12620000000.0,80811000000.0,15717000000.0,39716000000.0,5976000000.0,13397000000.0,19373000000.0,39720000000.0,9305000000.0,-4670000000.0,-5400000000.0,-3787000000.0,0.0,,,0.8029522173442769,0.6683845517592416,0.2967487433988675,0.18868326535581664,0.2466975101966275,0.07670985385652944,0.156067472306143,False,0.4877391742195368,False,0.23973221467374492,0.4914677457276856,19.624697336561745,0.4065535632525275,8.270449172576832,6.452081696779262,0.5920341032003563,0.48030764466009396,13092000000.0,1.501048556218745
Linde plc,LIN,Specialty Chemicals,2024,33005000000.0,17143000000.0,15862000000.0,8595000000.0,12836000000.0,487000000.0,6565000000.0,4850000000.0,5062000000.0,1946000000.0,12945000000.0,80147000000.0,14544000000.0,40659000000.0,6280000000.0,15343000000.0,21623000000.0,38092000000.0,9423000000.0,-4644000000.0,-4359000000.0,-4497000000.0,0.0,,,0.8900577557755776,0.7562568756875687,0.3334708470847085,0.19890925617330707,0.26041508862293594,0.08191198672439393,0.17234589940144912,False,0.5676520004200357,False,0.2697917576453267,0.5073053264626249,17.648870636550306,0.41180580682995,8.442748091603054,6.500886350206815,0.6478960396039604,0.4357859686444989,13920000000.0,1.4353389185072354
Linde plc,LIN,Specialty Chemicals,2025,33986000000.0,17389000000.0,16597000000.0,9254000000.0,13124000000.0,464000000.0,6898000000.0,5056000000.0,5464000000.0,2055000000.0,13325000000.0,86817000000.0,15198000000.0,47076000000.0,6306000000.0,20683000000.0,26989000000.0,38245000000.0,10350000000.0,-5721000000.0,-4554000000.0,-5261000000.0,0.0,,,0.8767601000131596,0.7415449401237005,0.33267535202000265,0.20296592714647207,0.2722885894191726,0.07945448472073442,0.18036344620211792,False,0.705687017910838,False,0.31087229459668037,0.5422440305470126,19.94396551724138,0.39146710897635256,8.692326918270432,6.45753372601178,0.681010659297276,0.3834895698247434,15611000000.0,1.5004349086691795
"Lumen Technologies, Inc.",LUMN,Telecom Services,2023,14557000000.0,7144000000.0,7413000000.0,1230000000.0,-6094000000.0,1158000000.0,-10298000000.0,2234000000.0,1610000000.0,209000000.0,4775000000.0,34018000000.0,3534000000.0,33601000000.0,157000000.0,19831000000.0,19988000000.0,417000000.0,2160000000.0,-1201000000.0,-18000000.0,-3100000000.0,1.0,Comprehensive Distressed Debt Restructuring,2024.0,1.3511601584606678,1.2920203735144313,0.6321448783248443,-0.7074259806278766,0.08449543175104761,-0.30272208830619085,-24.695443645083934,False,47.932853717026376,False,0.5875712857898759,0.987741783761538,1.0621761658031088,0.42792051266976305,34.18181818181818,9.041614906832297,0.6112054329371817,0.10806483890334201,5260000000.0,-0.20974946591571178
"Lumen Technologies, Inc.",LUMN,Telecom Services,2024,13108000000.0,6703000000.0,6405000000.0,477000000.0,4098000000.0,1372000000.0,-55000000.0,1889000000.0,1730000000.0,146000000.0,4394000000.0,33496000000.0,3639000000.0,33032000000.0,412000000.0,17494000000.0,17906000000.0,464000000.0,4333000000.0,-2830000000.0,-1851000000.0,-3231000000.0,1.0,Comprehensive Distressed Debt Restructuring,2024.0,1.2074745809288265,1.1673536685902721,0.5190986534762297,-0.004195910894110467,0.036389990845285325,-0.0016419871029376642,-0.11853448275862069,False,38.59051724137931,False,0.5345712920945784,0.9861475997133986,0.34766763848396504,0.3913303080964891,37.76338028169014,7.849101796407186,1.1907117339928552,0.2419859265050821,7564000000.0,-78.78181818181818
"Lumen Technologies, Inc.",LUMN,Telecom Services,2025,12402000000.0,6638000000.0,5764000000.0,-184000000.0,1317000000.0,1284000000.0,-1739000000.0,1003000000.0,1800000000.0,165000000.0,7909000000.0,34342000000.0,4390000000.0,35459000000.0,88000000.0,17353000000.0,17441000000.0,-1117000000.0,4738000000.0,-4305000000.0,-1319000000.0,-4367000000.0,0.0,,,1.8015945330296128,1.764009111617312,0.2284738041002278,-0.14021931946460248,-0.014836316723109175,-0.050637703104070814,1.5568487018800359,True,-15.61414503133393,True,0.5078620930638867,1.0325257701939317,-0.14330218068535824,0.3611321414011997,42.68810289389067,7.026628895184136,1.0792710706150341,0.2716587351642681,9105000000.0,-2.7245543415756184
McDonald's Corporation,MCD,Restaurants,2023,25495000000.0,10931000000.0,14564000000.0,11747000000.0,13861000000.0,1361000000.0,8469000000.0,4579000000.0,2488000000.0,53000000.0,7986000000.0,56147000000.0,6859000000.0,60854000000.0,2192000000.0,37153000000.0,39345000000.0,-4706000000.0,9612000000.0,-3185000000.0,-4374000000.0,-2357000000.0,0.0,,,1.1643096661320893,1.1565825922146085,0.667590027700831,0.3321827809374387,0.46075701117866247,0.15083619783781857,-1.7996175095622609,True,-8.360603484912877,True,0.7007498174434965,1.0838335084688406,8.631153563556209,0.4540759078846599,206.24528301886792,10.247186495176848,1.4013704621664966,0.24430041936713687,11969000000.0,1.1349628055260361
McDonald's Corporation,MCD,Restaurants,2024,25920000000.0,11210000000.0,14710000000.0,11851000000.0,13948000000.0,1506000000.0,8223000000.0,1085000000.0,2383000000.0,56000000.0,4599000000.0,55182000000.0,3861000000.0,58979000000.0,636000000.0,38424000000.0,39060000000.0,-3796000000.0,9447000000.0,-5346000000.0,-7495000000.0,-2775000000.0,0.0,,,1.191142191142191,1.1766381766381766,0.281015281015281,0.31724537037037037,0.4572145061728395,0.1490159834728716,-2.16622760800843,True,-10.289778714436249,True,0.7078395128846363,1.0688086694936754,7.869189907038512,0.46971838643035774,205.6880733944954,10.642578525970027,2.4467754467754466,0.24185867895545315,12222000000.0,1.148850784385261
McDonald's Corporation,MCD,Restaurants,2025,26885000000.0,11451000000.0,15434000000.0,12394000000.0,14678000000.0,1582000000.0,8563000000.0,774000000.0,2466000000.0,61000000.0,4163000000.0,59515000000.0,4361000000.0,61306000000.0,694000000.0,39973000000.0,40667000000.0,-1790000000.0,10551000000.0,-3822000000.0,-7125000000.0,-3365000000.0,0.0,,,0.9545975693648245,0.9406099518459069,0.17748222884659481,0.31850474242142457,0.4610005579319323,0.1438796941947408,-4.783798882681564,True,-22.71899441340782,True,0.6833067293959506,1.0300932538015626,7.834386852085967,0.4517348567588003,195.74358974358975,11.088884306042482,2.419399220362302,0.25944869304349966,13916000000.0,1.2321616255985053
Microsoft Corporation,MSFT,Software - Infrastructure,2023,211915000000.0,65863000000.0,146052000000.0,88523000000.0,105140000000.0,1968000000.0,72361000000.0,34704000000.0,48688000000.0,2500000000.0,184257000000.0,411976000000.0,104149000000.0,205753000000.0,5247000000.0,41990000000.0,47237000000.0,206223000000.0,87582000000.0,-22680000000.0,-43935000000.0,-28107000000.0,0.0,,,1.76916725076573,1.745163179675273,0.3332149132492871,0.3414623787839464,0.417728806361041,0.175643726819038,0.35088714643856406,False,0.2290578645446919,False,0.11465959182088277,0.499429578422044,44.98119918699187,0.5143867603938094,26.3452,4.3525098586920805,0.84092982169776,1.8540974236297818,115689000000.0,1.2103481156976825
Microsoft Corporation,MSFT,Software - Infrastructure,2024,245122000000.0,74114000000.0,171008000000.0,109433000000.0,131680000000.0,2935000000.0,88136000000.0,18315000000.0,56924000000.0,1246000000.0,159734000000.0,512163000000.0,125286000000.0,243686000000.0,8942000000.0,42688000000.0,51630000000.0,268477000000.0,118548000000.0,-96970000000.0,-37757000000.0,-44477000000.0,0.0,,,1.2749549031815206,1.2650096579027186,0.14618552751305014,0.35955972944084985,0.44644299573273716,0.17208583985957596,0.32828137978299815,False,0.19230697601656752,False,0.10080775065750552,0.47579774407756903,37.285519591141394,0.47860153896318164,39.569674319273894,4.641934628640684,0.9462190508117427,2.296106914584544,163025000000.0,1.345057638195516
Microsoft Corporation,MSFT,Software - Infrastructure,2025,281724000000.0,87831000000.0,193893000000.0,128528000000.0,155445000000.0,2385000000.0,101832000000.0,30242000000.0,69905000000.0,938000000.0,191131000000.0,619003000000.0,141218000000.0,275524000000.0,2999000000.0,40152000000.0,43151000000.0,343479000000.0,136162000000.0,-72599000000.0,-51699000000.0,-64551000000.0,0.0,,,1.3534464445042416,1.3468042317551587,0.2141511705306689,0.3614601524896707,0.4562195624085985,0.16450970350709124,0.2964722734140952,False,0.12562922332951942,False,0.06971048605580264,0.44510931287893596,53.89014675052411,0.4551254194244616,80.43131868131869,4.442580166996507,0.964197198657395,3.1554772774674977,200713000000.0,1.3371238903291696
"Microvision, Inc.",MVIS,Scientific & Technical Instruments,2023,7259000.0,2772000.0,4487000.0,-88909000.0,-73752000.0,80000.0,-82842000.0,45167000.0,949000.0,3874000.0,86754000.0,129635000.0,20503000.0,33831000.0,2323000.0,12714000.0,15037000.0,95804000.0,-67090000.0,21822000.0,72438000.0,-1935000.0,1.0,Going Concern & Continuous ATM Equity Financing,2023.0,4.231283226844852,4.04233526800956,2.202945910354582,-11.412315745970519,-12.248105799696928,-0.6390403826127203,-0.8647029351592835,False,0.15695586823097157,False,0.11599490878235044,0.2609711883364832,-1111.3625,0.055995680178964016,0.715539494062984,7.649104320337197,-3.2722040676974102,-4.461661235618807,-65155000.0,0.8098549045170325
"Microvision, Inc.",MVIS,Scientific & Technical Instruments,2024,4696000.0,7530000.0,-2834000.0,-81195000.0,-85031000.0,4457000.0,-96915000.0,54486000.0,926000.0,2294000.0,82470000.0,121161000.0,45951000.0,72392000.0,24248000.0,8754000.0,33002000.0,48769000.0,-68540000.0,2672000.0,72890000.0,-374000.0,0.0,,,1.7947378729516223,1.744815129159322,1.1857413331592348,-20.637776831345825,-17.290247018739354,-0.7998861019635031,-1.9872254916032726,False,0.6767003629354713,False,0.27238137684568464,0.5974859897161628,-18.21741081444918,0.03875834633256576,2.4416342412451364,5.009066666666667,-1.4915888664011665,-2.076843827646809,-68166000.0,0.7072176649641438
"Microvision, Inc.",MVIS,Scientific & Technical Instruments,2025,1208000.0,18548000.0,-17340000.0,-69385000.0,-70710000.0,18531000.0,-94981000.0,32363000.0,47000.0,745000.0,81112000.0,103119000.0,30149000.0,47571000.0,19212000.0,14061000.0,33273000.0,55548000.0,-58720000.0,-24648000.0,60869000.0,-679000.0,0.0,,,2.6903711565889417,2.665660552588809,1.073435271484958,-78.62665562913908,-57.437913907284766,-0.9210814689824378,-1.7098905451141355,False,0.5989954633830201,False,0.32266604602449594,0.4613213859715474,-3.744266364470347,0.011714620971886849,12.206646923330043,2.483042137718397,-1.9476599555540814,-1.764794277642533,-58041000.0,0.6182289089396826
Norwegian Cruise Line Holdings,NCLH,Travel Services,2023,8549924000.0,5468587000.0,3081337000.0,930911000.0,1773943000.0,727531000.0,166178000.0,402415000.0,280271000.0,157646000.0,1313148000.0,19492990000.0,6038701000.0,19192183000.0,1744778000.0,12314147000.0,14058925000.0,300807000.0,2005714000.0,-2897143000.0,346857000.0,-2750362000.0,1.0,Elevated Debt / Interest Coverage Deficit,2023.0,0.2174553765785059,0.1913494309454964,0.06663933186955275,0.019436196158000938,0.10887944734947351,0.008525013350953342,0.5524406014487695,False,46.73735983537617,False,0.7212297856819297,0.9845684525565345,1.2795482254364419,0.43861531760904815,34.68903112035827,30.50591748700365,0.3321432871076081,0.14266481967860273,4756076000.0,12.069672279122386
Norwegian Cruise Line Holdings,NCLH,Travel Services,2024,9479651000.0,5688696000.0,3790955000.0,1465906000.0,2493642000.0,747223000.0,910257000.0,190765000.0,221412000.0,149718000.0,1010104000.0,19969811000.0,5780865000.0,18544372000.0,1323769000.0,11776721000.0,13100490000.0,1425439000.0,2049823000.0,-1229388000.0,-1032085000.0,-1210952000.0,0.0,,,0.17473232812044565,0.14883343582664532,0.03299938676997301,0.09602220588078612,0.1546371274638697,0.04558165322646268,0.6385801146173214,False,9.190494998382954,False,0.6560147214212493,0.9286203059207722,1.9618052442175897,0.4746990845331486,37.0160200934397,37.791398153814264,0.3545875919953156,0.15646918550374833,3260775000.0,2.2519167663637853
Norwegian Cruise Line Holdings,NCLH,Travel Services,2025,9827592000.0,5639163000.0,4188429000.0,1560868000.0,2544335000.0,953506000.0,423246000.0,209893000.0,291659000.0,138181000.0,1138541000.0,22541401000.0,5452577000.0,20331513000.0,875899000.0,13730277000.0,14606176000.0,2209888000.0,2089746000.0,-3264691000.0,1194073000.0,-3259606000.0,0.0,,,0.20880787194752132,0.1834655429900394,0.03849427527570908,0.04306711145517641,0.15882507128908077,0.018776383952355046,0.1915237333294719,False,6.609464371045048,False,0.6479710821878374,0.9019631477209424,1.6369776383158574,0.43597964474346557,39.17459247861229,38.30889681934859,0.38325841157309654,0.14307276593134302,5349352000.0,4.937426461206957
"NextEra Energy, Inc.",NEE,Utilities - Regulated Electric,2023,28114000000.0,10138000000.0,17976000000.0,9832000000.0,16763000000.0,3324000000.0,7310000000.0,2690000000.0,6040000000.0,2106000000.0,15361000000.0,177489000000.0,27963000000.0,118465000000.0,11806000000.0,61405000000.0,73211000000.0,47468000000.0,11301000000.0,-23467000000.0,12149000000.0,-9548000000.0,0.0,,,0.5493330472409971,0.4740192397096163,0.09619854808139328,0.26001280500818097,0.3497190012093619,0.0411856509417485,0.15399848318867448,False,1.5423232493469285,False,0.41248190028677834,0.6674498137912772,2.9578820697954273,0.1583985486424511,4.813865147198481,4.654635761589404,0.4041411865679648,0.1543620494188032,20849000000.0,1.5459644322845418
"NextEra Energy, Inc.",NEE,Utilities - Regulated Electric,2024,24753000000.0,9886000000.0,14867000000.0,7127000000.0,14033000000.0,2235000000.0,6946000000.0,1487000000.0,4516000000.0,2214000000.0,11951000000.0,190144000000.0,25355000000.0,129283000000.0,9948000000.0,72385000000.0,82333000000.0,50101000000.0,13260000000.0,-22264000000.0,7000000000.0,-8514000000.0,0.0,,,0.4713468743837507,0.384026819167817,0.058647209623348455,0.28061245101603843,0.2879246959964449,0.0365302086839448,0.138639947306441,False,1.6433404522863815,False,0.4330034079434534,0.6799215331538203,3.188814317673378,0.13018028441602153,4.576851851851852,4.6898446381205,0.522973772431473,0.16105328361653287,21774000000.0,1.9090123812266053
"NextEra Energy, Inc.",NEE,Utilities - Regulated Electric,2025,27412000000.0,10343000000.0,17069000000.0,8020000000.0,16043000000.0,4572000000.0,6835000000.0,2812000000.0,5751000000.0,2420000000.0,13584000000.0,212721000000.0,22817000000.0,146242000000.0,6063000000.0,89556000000.0,95619000000.0,54608000000.0,12485000000.0,-23865000000.0,12979000000.0,-9274000000.0,0.0,,,0.5953455756672656,0.48928430556164265,0.12324144278388921,0.24934335327593754,0.2925725959433825,0.032131289341437844,0.12516481101670085,False,1.751007178435394,False,0.44950428025441774,0.687482665087133,1.7541557305336832,0.12886362888478337,4.463962019853258,5.339826629005552,0.547179734408555,0.13057028414854788,21759000000.0,1.8266276517922457
"Nike, Inc.",NKE,Footwear & Accessories,2023,51217000000.0,28925000000.0,22292000000.0,5915000000.0,6774000000.0,,5070000000.0,7441000000.0,4131000000.0,8454000000.0,25202000000.0,37531000000.0,9256000000.0,23527000000.0,6000000.0,8927000000.0,8933000000.0,14004000000.0,5841000000.0,564000000.0,-7447000000.0,-969000000.0,0.0,,,2.7227744165946413,1.8094209161624892,0.8039109766637856,0.09899056953745826,0.11548899779370131,0.13508832698302736,0.3620394173093402,False,0.6378891745215652,False,0.23801657296634782,0.6268684554101942,,1.3646585489328822,3.4214572983203215,12.398208666182523,0.6310501296456352,0.6538676816299116,6810000000.0,1.1520710059171597
"Nike, Inc.",NKE,Footwear & Accessories,2024,51362000000.0,28475000000.0,22887000000.0,6311000000.0,7155000000.0,,5700000000.0,9860000000.0,4427000000.0,7519000000.0,25382000000.0,38110000000.0,10593000000.0,23680000000.0,1006000000.0,7903000000.0,8909000000.0,14430000000.0,7429000000.0,894000000.0,-5888000000.0,-812000000.0,0.0,,,2.3961106391012934,1.6863022750873218,0.9308033607099028,0.11097698687745804,0.12287294108484872,0.14956704277092628,0.39501039501039503,False,0.6173943173943174,False,0.23377066386775125,0.6213592233009708,,1.347730254526371,3.5653915983221687,12.003271792474877,0.7013121872934958,0.8338758558760804,8241000000.0,1.3033333333333332
"Nike, Inc.",NKE,Footwear & Accessories,2025,46309000000.0,26519000000.0,19790000000.0,3702000000.0,4510000000.0,,3219000000.0,7464000000.0,4717000000.0,7489000000.0,23362000000.0,36579000000.0,10566000000.0,23366000000.0,5000000.0,7961000000.0,7966000000.0,13213000000.0,3698000000.0,-275000000.0,-5820000000.0,-430000000.0,0.0,,,2.2110543251940187,1.5022714366837024,0.7064168086314594,0.06951132609212032,0.07994126411712627,0.08800131222832773,0.24362370392794974,False,0.602891092106259,False,0.21777522622269607,0.6387818147024249,,1.2659996172667378,3.5339818763326227,10.128827646544181,0.34999053568048455,0.4642229475269897,4128000000.0,1.1488039763901834
NVIDIA Corporation,NVDA,Semiconductors,2023,26974000000.0,11618000000.0,15356000000.0,5577000000.0,5986000000.0,262000000.0,4368000000.0,3389000000.0,3827000000.0,5159000000.0,23073000000.0,41182000000.0,6563000000.0,19081000000.0,1250000000.0,9703000000.0,10953000000.0,22101000000.0,5641000000.0,7375000000.0,-11617000000.0,-1833000000.0,0.0,,,3.515617857687033,2.7295444156635686,0.516379704403474,0.16193371394676356,0.20675465262845702,0.10606575688407557,0.19763811592235644,False,0.4955884349124474,False,0.26596571317565926,0.46333349521635664,21.286259541984734,0.6549949006847652,2.251986819150998,7.04834073686961,0.8595154654883438,0.5150187163334247,7474000000.0,1.291437728937729
NVIDIA Corporation,NVDA,Semiconductors,2024,60922000000.0,16621000000.0,44301000000.0,32972000000.0,35583000000.0,257000000.0,29760000000.0,7280000000.0,9999000000.0,5282000000.0,44345000000.0,65728000000.0,10631000000.0,22750000000.0,1250000000.0,8459000000.0,9709000000.0,42978000000.0,28090000000.0,-10566000000.0,-13633000000.0,-1069000000.0,0.0,,,4.171291505973097,3.6744426676700215,0.6847897657793246,0.4884934834706674,0.5412166376678376,0.4527750730282376,0.6924472986178976,False,0.22590627763041557,False,0.1477148247322298,0.346123417721519,128.295719844358,0.9268804771178188,3.1837946556843213,8.812671777809923,2.642272599002916,2.893191883819137,29159000000.0,0.9438844086021505
NVIDIA Corporation,NVDA,Semiconductors,2025,130497000000.0,32639000000.0,97858000000.0,81453000000.0,86137000000.0,247000000.0,72880000000.0,8589000000.0,23065000000.0,10080000000.0,80126000000.0,111601000000.0,18047000000.0,32274000000.0,288000000.0,8463000000.0,8751000000.0,79327000000.0,64089000000.0,-20421000000.0,-42359000000.0,-3236000000.0,0.0,,,4.439851498864077,3.8813099130049316,0.47592397628414695,0.5584802715771244,0.6241752683969747,0.6530407433625147,0.9187288060811577,False,0.1103155293910018,False,0.0784132758667037,0.28919095707027714,329.7692307692308,1.169317479234057,4.2493164952480145,7.893600290345995,3.551227350806228,7.323620157696263,67325000000.0,0.8793770581778265
Opendoor Technologies Inc,OPEN,Real Estate Services,2023,6946000000.0,6459000000.0,487000000.0,-372000000.0,9000000.0,211000000.0,-275000000.0,999000000.0,,1775000000.0,3445000000.0,3567000000.0,70000000.0,2600000000.0,5000000.0,2510000000.0,2515000000.0,967000000.0,2344000000.0,44000000.0,-2639000000.0,-37000000.0,1.0,Severe Inventory Write-downs & Heavy Losses,2023.0,49.214285714285715,23.857142857142858,14.271428571428572,-0.039591131586524615,-0.05355600345522603,-0.07709559854219232,-0.2843846949327818,False,2.6008273009307135,False,0.7050742921222316,0.7289038407625456,-1.7630331753554502,1.9472946453602467,3.6388732394366197,,33.48571428571429,0.9320079522862823,2381000000.0,-8.523636363636363
