Company Name,Ticker,Industry,Year,Revenue,Cost of Sales / COGS,Gross Profit,Operating Profit / EBIT,EBITDA,Interest Expense,Net Income,Cash & Cash Equivalents,Accounts Receivable,Inventory,Current Assets,Total Assets,Current Liabilities,Total Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Total Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Capital Expenditure,Distress Status,Distress Event,Distress Event Year,Current Ratio,Quick Ratio,Cash Ratio,Net Profit Margin,EBIT Margin,ROA,ROE,ROE_negative_equity_flag,Debt-to-Equity,Debt-to-Equity_negative_equity_flag,Debt Ratio,Liabilities-to-Assets,Interest Coverage,Asset Turnover,Inventory Turnover,Receivables Turnover,Operating Cash Flow Ratio,CFO to Debt,Free Cash Flow,CFO to Net Income
Carnival Corporation Ltd.,CCL,Travel Services,2023,21593000000.0,14317000000.0,7276000000.0,1956000000.0,4374000000.0,2066000000.0,-74000000.0,2415000000.0,556000000.0,528000000.0,5266000000.0,49120000000.0,11481000000.0,42237000000.0,2089000000.0,28483000000.0,30572000000.0,6883000000.0,4281000000.0,-2810000000.0,-5089000000.0,-3284000000.0,1.0,Post-Pandemic Distressed Debt Refinancing,2023.0,0.4586708474871527,0.41268182214092847,0.21034753070290044,-0.003427036539619321,0.09058491177696476,-0.001506514657980456,-0.010751125962516345,False,4.44166787737905,False,0.6223941368078176,0.8598737785016287,0.9467570183930301,0.4395969055374593,27.115530303030305,38.8363309352518,0.37287692709694276,0.1400300928954599,7565000000.0,-57.851351351351354
Carnival Corporation Ltd.,CCL,Travel Services,2024,25021000000.0,15638000000.0,9383000000.0,3574000000.0,6227000000.0,1755000000.0,1916000000.0,1210000000.0,590000000.0,507000000.0,3378000000.0,49057000000.0,11617000000.0,39805000000.0,1538000000.0,25936000000.0,27474000000.0,9252000000.0,5923000000.0,-4535000000.0,-2584000000.0,-4626000000.0,0.0,,,0.2907807523457003,0.24713781527072393,0.10415769992252732,0.07657567643179729,0.14284001438791416,0.03905660761970769,0.20709035884133162,False,2.969520103761349,False,0.5600423996575412,0.8114030617445013,2.0364672364672365,0.5100393419899301,30.218357487922706,43.666666666666664,0.5098562451579581,0.21558564460944893,10549000000.0,3.0913361169102296
Carnival Corporation Ltd.,CCL,Travel Services,2025,26621000000.0,15947000000.0,10674000000.0,4482000000.0,6911000000.0,1349000000.0,2760000000.0,1928000000.0,678000000.0,505000000.0,4219000000.0,51687000000.0,13092000000.0,39403000000.0,2603000000.0,24037000000.0,26640000000.0,12284000000.0,6218000000.0,-3321000000.0,-2189000000.0,-3611000000.0,0.0,,,0.3222578673999389,0.2836846929422548,0.14726550565230676,0.10367754780060855,0.1683633221892491,0.053398340008125836,0.22468251383914034,False,2.1686746987951806,False,0.515410064426258,0.7623386925145588,3.322461082283173,0.5150424671580862,31.515810276679844,41.988958990536275,0.474946532233425,0.2334084084084084,9829000000.0,2.2528985507246375
"ChargePoint Holdings, Inc.",CHPT,Specialty Retail,2023,468094000.0,382161000.0,85933000.0,-341782000.0,-312791000.0,9434000.0,-345108000.0,264162000.0,164892000.0,68730000.0,704170000.0,1079957000.0,284336000.0,724965000.0,0.0,294936000.0,294936000.0,354992000.0,-267049000.0,-126154000.0,372859000.0,-18563000.0,1.0,Restructuring / Severe Cash Burn,2024.0,2.476541837825671,2.234820775420629,0.9290487310787238,-0.7372621738368789,-0.730156763385132,-0.31955716755389335,-0.9721571190336684,False,0.8308243566052192,False,0.27309976230535105,0.6712906162004598,-36.22874708501166,0.4334376276092474,5.5603230030554345,2.8387914513742327,-0.9392022114681222,-0.9054472834784496,-248486000.0,0.7738128354022509
"ChargePoint Holdings, Inc.",CHPT,Specialty Retail,2024,506639000.0,476521000.0,30118000.0,-449951000.0,-412871000.0,16273000.0,-457609000.0,327410000.0,124049000.0,198580000.0,742683000.0,1103363000.0,330153000.0,775687000.0,0.0,283704000.0,283704000.0,327676000.0,-328941000.0,85576000.0,306524000.0,-19424000.0,1.0,Restructuring / Severe Cash Burn,2024.0,2.2495115900809624,1.6480328817245338,0.9916917308035971,-0.9032249787323913,-0.8881096796732979,-0.41474020789169114,-1.3965288882920934,False,0.8658064673641036,False,0.2571266210666843,0.7030206740664677,-27.650156701284335,0.4591770795286773,3.565306198795406,3.5068681841621645,-0.9963289747480714,-1.1594514000507572,-309517000.0,0.7188254601635894
"ChargePoint Holdings, Inc.",CHPT,Specialty Retail,2025,417083000.0,316402000.0,100681000.0,-252999000.0,-218849000.0,24653000.0,-277066000.0,224571000.0,95906000.0,209262000.0,566574000.0,898175000.0,293746000.0,760704000.0,0.0,297092000.0,297092000.0,137471000.0,-146947000.0,-12073000.0,28538000.0,-12073000.0,0.0,,,1.928788817549856,1.216397840311017,0.7645074315905578,-0.6642946367989105,-0.6065914937794156,-0.30847663317282265,-2.015450531384801,False,2.1611248917953603,False,0.33077295627244135,0.8469440810532468,-10.262402141727174,0.4643671890221839,1.5515910573212175,3.7924393625968946,-0.5002519183239942,-0.494617828820702,-134874000.0,0.5303682155154368
"Clover Health Investments, Corp",CLOV,Healthcare Plans,2023,1260543000.0,1004590000.0,255953000.0,-179563000.0,-207632000.0,7000.0,-213361000.0,116407000.0,86240000.0,0.0,427970000.0,570671000.0,261115000.0,284277000.0,1665000.0,2998000.0,4663000.0,286394000.0,-144662000.0,140013000.0,-5070000.0,-584000.0,1.0,Major Operating Deficits & Restructuring,2023.0,1.6390096317714418,1.6390096317714418,0.44580740286846793,-0.16926118347410601,-0.14244892875530624,-0.3738774179868961,-0.7449911660160479,False,0.01628176567944859,False,0.008171082813039387,0.4981451659537632,-25651.85714285714,2.208878670897943,,14.61668599257885,-0.5540164295425387,-31.02337550932876,-144078000.0,0.6780151949044109
"Clover Health Investments, Corp",CLOV,Healthcare Plans,2024,1371131000.0,1006327000.0,364804000.0,-45461000.0,-44935000.0,0.0,-43009000.0,194543000.0,92792000.0,0.0,343124000.0,580742000.0,213516000.0,239599000.0,0.0,0.0,0.0,341143000.0,34845000.0,565000.0,-17361000.0,-1556000.0,0.0,,,1.6070177410592181,1.6070177410592181,0.9111401487476348,-0.031367535268329576,-0.033155839959857956,-0.0740587042094424,-0.12607323028759201,False,0.0,False,0.0,0.41257391406166594,,2.360998515691994,,15.317161177889986,0.16319620075310515,,36401000.0,-0.8101792648050408
"Clover Health Investments, Corp",CLOV,Healthcare Plans,2025,1924308000.0,1568406000.0,355902000.0,-85529000.0,-83863000.0,0.0,-85549000.0,78301000.0,158741000.0,0.0,307855000.0,541011000.0,208823000.0,232307000.0,0.0,0.0,0.0,308704000.0,-66934000.0,4076000.0,-53384000.0,-2043000.0,0.0,,,1.4742389487747998,1.4742389487747998,0.3749634858229218,-0.04445702039382469,-0.044446627047229445,-0.15812802327494266,-0.2771230693479838,False,0.0,False,0.0,0.4293942267347614,,3.556874074649129,,15.300640472621883,-0.3205298266953353,,-64891000.0,0.7824054050894809
Costco Wholesale Corporation,COST,Discount Stores,2023,242290000000.0,212586000000.0,29704000000.0,8114000000.0,10724000000.0,160000000.0,6292000000.0,13700000000.0,2285000000.0,16651000000.0,35879000000.0,68994000000.0,33583000000.0,43936000000.0,1081000000.0,5377000000.0,6458000000.0,25058000000.0,11068000000.0,-4972000000.0,-2614000000.0,-4323000000.0,0.0,,,1.0683679242473871,0.5725515886013757,0.40794449572700475,0.025968880267448098,0.033488794419910026,0.09119633591326783,0.2510974539069359,False,0.257722084763349,False,0.09360234223265791,0.6368089978838739,50.7125,3.5117546453314783,12.767161131463576,106.03501094091904,0.3295715093946342,1.7138432951378135,15391000000.0,1.7590591226954864
Costco Wholesale Corporation,COST,Discount Stores,2024,254453000000.0,222358000000.0,32095000000.0,9285000000.0,12146000000.0,169000000.0,7367000000.0,9906000000.0,2721000000.0,18647000000.0,34246000000.0,69831000000.0,35464000000.0,46209000000.0,103000000.0,5794000000.0,5897000000.0,23622000000.0,11339000000.0,-4409000000.0,-10764000000.0,-4710000000.0,0.0,,,0.965655312429506,0.4398545003383713,0.2793255131964809,0.028952301603832536,0.036490039417888566,0.1054975583909725,0.3118702904072475,False,0.24964016594699856,False,0.08444673569045266,0.6617261674614426,54.94082840236686,3.6438401283097765,12.598900787580034,101.65920894926089,0.31973268666817056,1.9228421231134476,16049000000.0,1.5391611239310439
Costco Wholesale Corporation,COST,Discount Stores,2025,275235000000.0,239886000000.0,35349000000.0,10383000000.0,13398000000.0,154000000.0,8099000000.0,14161000000.0,3203000000.0,18116000000.0,38380000000.0,77099000000.0,37108000000.0,47935000000.0,0.0,5713000000.0,5713000000.0,29164000000.0,13335000000.0,-5311000000.0,-3775000000.0,-5498000000.0,0.0,,,1.0342783227336423,0.5460817074485286,0.3816158240810607,0.029425763438516175,0.03772412665540356,0.10504675806430692,0.27770539020710466,False,0.19589219585790701,False,0.07409953436490746,0.6217330964085137,67.42207792207792,3.569890660060442,13.050403938742758,92.92201215395004,0.3593564729977363,2.334150183791353,18833000000.0,1.6464995678478824
"Cisco Systems, Inc.",CSCO,Communication Equipment,2023,56998000000.0,21245000000.0,35753000000.0,15562000000.0,17471000000.0,427000000.0,12613000000.0,10123000000.0,9206000000.0,3644000000.0,43348000000.0,101852000000.0,31309000000.0,57499000000.0,1733000000.0,6658000000.0,8391000000.0,44353000000.0,19886000000.0,-5107000000.0,-11626000000.0,-849000000.0,0.0,,,1.3845220224216679,1.2681337634545977,0.32332556134018975,0.2212884662619741,0.2730271237587284,0.12383654714684052,0.28437760692625075,False,0.18918675174170857,False,0.08238424380473629,0.5645348152220869,36.44496487119438,0.5596159132859443,5.8301317233809,6.191396915055399,0.6351528314542144,2.3699201525443927,20735000000.0,1.5766272893046855
"Cisco Systems, Inc.",CSCO,Communication Equipment,2024,53803000000.0,18975000000.0,34828000000.0,12970000000.0,15747000000.0,1006000000.0,10320000000.0,7508000000.0,10023000000.0,3373000000.0,36862000000.0,124413000000.0,40584000000.0,78956000000.0,11341000000.0,19632000000.0,30973000000.0,45457000000.0,10880000000.0,-20478000000.0,6844000000.0,-670000000.0,0.0,,,0.9082889808791642,0.8251774098166765,0.18499901438990735,0.1918108655651172,0.24106462464918313,0.08294953099756457,0.22702774050201288,False,0.6813692060628727,False,0.2489530836809658,0.6346282140933825,12.892644135188867,0.4324548077773223,5.408294142796067,5.596026834468771,0.26808594520007883,0.35127368998805414,11550000000.0,1.054263565891473
"Cisco Systems, Inc.",CSCO,Communication Equipment,2025,56654000000.0,19864000000.0,36790000000.0,12504000000.0,15504000000.0,1593000000.0,10180000000.0,8346000000.0,9762000000.0,3164000000.0,34986000000.0,122291000000.0,35064000000.0,75448000000.0,5232000000.0,22861000000.0,28093000000.0,46843000000.0,14193000000.0,1733000000.0,-15815000000.0,-905000000.0,0.0,,,0.9977754962354551,0.9075404973762263,0.23802190280629706,0.17968722420305716,0.22070815829420695,0.08324406538502424,0.21732169160813783,False,0.599726746792477,False,0.22972254703943873,0.6169546409793034,7.849340866290019,0.4632720314659296,6.077405537708429,5.726964872378065,0.4047741273100616,0.5052148221977005,15098000000.0,1.394204322200393
Carvana Co.,CVNA,Auto & Truck Dealerships,2023,10771000000.0,9047000000.0,1724000000.0,-80000000.0,1159000000.0,632000000.0,450000000.0,530000000.0,266000000.0,1150000000.0,3321000000.0,7071000000.0,1536000000.0,7455000000.0,857000000.0,5416000000.0,6273000000.0,243000000.0,803000000.0,31000000.0,-868000000.0,-87000000.0,1.0,Out-of-Court Distressed Debt Exchange,2023.0,2.162109375,1.4134114583333333,0.3450520833333333,0.04177885061739857,-0.007427351220870857,0.06364022061943148,1.8518518518518519,False,25.814814814814813,False,0.8871446754348749,1.0543063215952482,-0.12658227848101267,1.5232640362042145,7.86695652173913,40.49248120300752,0.5227864583333334,0.128008927148095,890000000.0,1.7844444444444445
Carvana Co.,CVNA,Auto & Truck Dealerships,2024,13673000000.0,10797000000.0,2876000000.0,990000000.0,1356000000.0,651000000.0,210000000.0,1716000000.0,307000000.0,1608000000.0,4869000000.0,8484000000.0,1338000000.0,7109000000.0,376000000.0,5256000000.0,5632000000.0,1260000000.0,918000000.0,-13000000.0,261000000.0,-91000000.0,0.0,,,3.6390134529147984,2.437219730941704,1.2825112107623318,0.015358736195421633,0.07240547063555913,0.024752475247524754,0.16666666666666666,False,4.46984126984127,False,0.6638378123526638,0.8379302215935879,1.5207373271889402,1.6116218764733616,7.829586656997824,47.724258289703315,0.6860986547085202,0.1629971590909091,1009000000.0,4.371428571428571
Carvana Co.,CVNA,Auto & Truck Dealerships,2025,20322000000.0,16130000000.0,4192000000.0,1881000000.0,-110000000.0,505000000.0,1407000000.0,2327000000.0,250000000.0,2408000000.0,6549000000.0,13201000000.0,1519000000.0,8998000000.0,285000000.0,4830000000.0,5115000000.0,3441000000.0,1036000000.0,-230000000.0,-137000000.0,-147000000.0,0.0,,,4.311389071757735,2.726135615536537,1.531928900592495,0.06923531148509005,0.09255978742249779,0.10658283463373987,0.40889276373147343,False,1.4864864864864864,False,0.38747064616316945,0.6816150291644573,3.724752475247525,1.5394288311491553,8.032868525896415,72.96947935368043,0.6820276497695853,0.20254154447702835,1183000000.0,0.736318407960199
Chevron Corporation,CVX,Oil & Gas Integrated,2023,196913000000.0,136522000000.0,60391000000.0,26229000000.0,47815000000.0,469000000.0,21369000000.0,8178000000.0,19921000000.0,8612000000.0,41128000000.0,261632000000.0,32258000000.0,99703000000.0,469000000.0,19733000000.0,20202000000.0,160957000000.0,35609000000.0,-15232000000.0,-30109000000.0,-15829000000.0,0.0,,,1.2749705499411,1.007998015996032,0.25351850703701406,0.10852000629719724,0.1332009567677096,0.08167578889432485,0.13276216629286083,False,0.12551178265002455,False,0.07721532534246575,0.38108106042074363,55.92537313432836,0.7526334699119374,15.852531351602416,9.884694543446614,1.1038812077624156,1.7626472626472627,51438000000.0,1.666385886096682
Chevron Corporation,CVX,Oil & Gas Integrated,2024,193414000000.0,136488000000.0,56926000000.0,18917000000.0,45811000000.0,594000000.0,17661000000.0,6781000000.0,20684000000.0,9074000000.0,40911000000.0,256938000000.0,38558000000.0,103781000000.0,4348000000.0,19589000000.0,23937000000.0,152318000000.0,31492000000.0,-8936000000.0,-23472000000.0,-16448000000.0,0.0,,,1.0610249494268376,0.8256911665542819,0.1758649307536698,0.09131190089652248,0.09780574312097366,0.06873642668659365,0.11594821360574588,False,0.15715148570753293,False,0.09316255283375756,0.40391456304633805,31.846801346801346,0.752765258544863,15.434581024539183,9.526610023396133,0.8167436070335599,1.3156201696118979,47940000000.0,1.7831379876564182
Chevron Corporation,CVX,Oil & Gas Integrated,2025,184432000000.0,128346000000.0,56086000000.0,16674000000.0,41417000000.0,1217000000.0,12299000000.0,6293000000.0,18075000000.0,9711000000.0,38552000000.0,324012000000.0,33387000000.0,131836000000.0,191000000.0,39122000000.0,39313000000.0,186450000000.0,33939000000.0,-15911000000.0,-19063000000.0,-17347000000.0,0.0,,,1.1547009315002845,0.8638392188576391,0.18848653667595172,0.06668582458575519,0.0904073045892253,0.03795847067392566,0.06596406543309198,False,0.2108500938589434,False,0.12133192597805019,0.40688616470994904,13.700903861955629,0.5692134859202745,13.664732499334576,9.516860600118681,1.0165333812561776,0.8633022155521074,51286000000.0,2.759492641678185
fuboTV Inc.,FUBO,Broadcasting,2023,1368225000.0,1282077000.0,86148000.0,-289350000.0,-238073000.0,16286000.0,-287454000.0,245278000.0,80299000.0,0.0,386754000.0,1232640000.0,517345000.0,948815000.0,7935000.0,391748000.0,399683000.0,295576000.0,-177622000.0,-25417000.0,111233000.0,-21945000.0,1.0,Going Concern Warning / Legal Liquidity Injunction,2023.0,0.7475746358812785,0.7475746358812785,0.4741091534662556,-0.210092638272214,-0.2114783752672258,-0.23320190809968847,-0.9725214496440848,False,1.3522173654153247,False,0.32424957814122535,0.7697421793873312,-17.766793565025175,1.1099956191588785,,17.039128756273428,-0.3433337521383216,-0.44440719270021495,-155677000.0,0.6179145184968725
fuboTV Inc.,FUBO,Broadcasting,2024,1622796000.0,1418885000.0,203911000.0,-192208000.0,-113731000.0,20852000.0,-172254000.0,161435000.0,71078000.0,0.0,274033000.0,1077428000.0,515322000.0,896646000.0,8066000.0,332383000.0,340449000.0,196370000.0,-79478000.0,-15835000.0,11465000.0,-15835000.0,0.0,,,0.531770427033971,0.531770427033971,0.3132701495375707,-0.1061464287562947,-0.11844249061496331,-0.15987518423504865,-0.8771910169577838,False,1.733711870448643,False,0.31598306336943166,0.8322096696948659,-9.217724918473047,1.5061758187089995,,21.44045660833548,-0.15422978254372993,-0.23345053150398445,-63643000.0,0.4614000255436739
GameStop Corporation,GME,Specialty Retail,2023,5927200000.0,4555100000.0,1372100000.0,-308900000.0,-247200000.0,,-313100000.0,1139000000.0,153900000.0,682900000.0,2323700000.0,3113400000.0,1339100000.0,1791100000.0,10800000.0,28700000.0,39500000.0,1322300000.0,108200000.0,-222700000.0,-7900000.0,-55900000.0,,,,1.7352699574340975,1.2253005750130685,0.8505712792173848,-0.05282426778242678,-0.05211567013092185,-0.10056529838761483,-0.23678439083415262,False,0.029872192392044167,False,0.012687094494764566,0.5752874670777928,,1.9037707971992035,6.6702299018890026,38.513320337881744,0.08080053767455754,2.739240506329114,164100000.0,-0.3455764931331843
GameStop Corporation,GME,Specialty Retail,2024,5272800000.0,3978600000.0,1294200000.0,-29700000.0,26500000.0,,6700000.0,921700000.0,91000000.0,632500000.0,1974200000.0,2709000000.0,934500000.0,1370400000.0,10800000.0,17700000.0,28500000.0,1338600000.0,-203700000.0,-33200000.0,-11600000.0,-34900000.0,,,,2.1125735687533442,1.435741037988229,0.9863028357410379,0.0012706721286602943,-0.005632680928538917,0.0024732373569582872,0.005005229344090841,False,0.021290900941281936,False,0.010520487264673311,0.5058693244739756,,1.9464008859357698,6.04926258172419,43.060841159657,-0.21797752808988763,-7.147368421052631,-168800000.0,-30.402985074626866
GameStop Corporation,GME,Specialty Retail,2025,3823000000.0,2709100000.0,1113900000.0,-16500000.0,22400000.0,,131300000.0,4756900000.0,60900000.0,480200000.0,5355000000.0,5875400000.0,665400000.0,945600000.0,10300000.0,6600000.0,16900000.0,4929800000.0,145700000.0,265100000.0,3443000000.0,-16100000.0,,,,8.047790802524798,7.326119627291854,7.148932972648031,0.0343447554276746,-0.004315982212921789,0.022347414644109338,0.026633940524970586,False,0.0034281309586595807,False,0.0028763999046873406,0.16094223372025734,,0.6506791026993907,4.869416734070279,50.335747202106646,0.21896603546738805,8.621301775147929,161800000.0,1.1096725057121097
Alphabet Inc.,GOOGL,Internet Content & Information,2023,307394000000.0,133332000000.0,174062000000.0,84293000000.0,97971000000.0,308000000.0,73795000000.0,24048000000.0,47964000000.0,0.0,171530000000.0,402392000000.0,81814000000.0,,2791000000.0,11870000000.0,14661000000.0,283379000000.0,101746000000.0,-27063000000.0,-72093000000.0,-32251000000.0,0.0,,,2.096584936563424,2.096584936563424,0.29393502334563765,0.24006649446638517,0.27421810445226646,0.18339082287918249,0.26041096905557576,False,0.051736367197287025,False,0.03643462096661961,,273.67857142857144,0.7639167776695361,,6.408848302893837,1.2436257853179162,6.939908601050406,133997000000.0,1.3787654990175486
Alphabet Inc.,GOOGL,Internet Content & Information,2024,350018000000.0,146306000000.0,203712000000.0,112390000000.0,135394000000.0,268000000.0,100118000000.0,23466000000.0,52340000000.0,0.0,163711000000.0,450256000000.0,89122000000.0,,2887000000.0,10883000000.0,13770000000.0,325084000000.0,125299000000.0,-45536000000.0,-79733000000.0,-52535000000.0,0.0,,,1.8369313974102914,1.8369313974102914,0.2633019905298355,0.28603671811164,0.32109777211457696,0.22235794747876764,0.30797578472025694,False,0.04235828278229627,False,0.03058260189758715,,419.36567164179104,0.7773755374720159,,6.979143404051683,1.405926707210341,9.099419026870008,177834000000.0,1.2515132144069998
Alphabet Inc.,GOOGL,Internet Content & Information,2025,402836000000.0,162535000000.0,240301000000.0,129039000000.0,180698000000.0,736000000.0,132170000000.0,30708000000.0,62886000000.0,0.0,206038000000.0,595281000000.0,102745000000.0,,0.0,46547000000.0,46547000000.0,415265000000.0,164713000000.0,-120291000000.0,-37388000000.0,-91447000000.0,0.0,,,2.005333592875566,2.005333592875566,0.2988758577059711,0.3280987796522654,0.32032638592380025,0.22202959610671263,0.3182786895115167,False,0.11208987032376916,False,0.07819332382521868,,175.32472826086956,0.6767157023321759,,6.99210247687154,1.603124239622366,3.5386383655230196,256160000000.0,1.2462207762729818
"GoPro, Inc.",GPRO,Consumer Electronics,2023,1005459000.0,681886000.0,323573000.0,-74500000.0,-56874000.0,4699000.0,-53183000.0,222708000.0,91452000.0,106266000.0,482591000.0,967951000.0,279094000.0,412105000.0,10520000.0,92615000.0,103135000.0,555846000.0,-32863000.0,121902000.0,-90382000.0,-1520000.0,1.0,Operational Restructuring & Workforce Reductions,2024.0,1.7291342701742065,1.3483808322643984,0.7979677098038653,-0.05289425028767956,-0.07409551259673443,-0.05494389695346149,-0.09567937882075252,False,0.18554599655300208,False,0.10654981502162816,0.4257498571725222,-15.854437114279634,1.0387498953975975,6.416784296011895,10.994390499934392,-0.11774885880742689,-0.3186406166674747,-31343000.0,0.617923020514074
"GoPro, Inc.",GPRO,Consumer Electronics,2024,801473000.0,530178000.0,271295000.0,-127172000.0,-123269000.0,3329000.0,-432311000.0,102811000.0,85944000.0,120716000.0,339245000.0,543678000.0,356267000.0,391989000.0,93208000.0,18067000.0,111275000.0,151689000.0,-125141000.0,7653000.0,-929000.0,-4039000.0,1.0,Operational Restructuring & Workforce Reductions,2024.0,0.9522212273379235,0.613385466518089,0.2885785099377714,-0.5393955878738274,-0.1586728436266724,-0.7951600027957725,-2.8499825300450263,False,0.7335732979978772,False,0.20467077939515668,0.720994779998455,-38.201261640132174,1.4741685335805386,4.671542236829352,9.035976008478206,-0.3512562207557815,-1.1246101999550662,-121102000.0,0.2894698492520431
"GoPro, Inc.",GPRO,Consumer Electronics,2025,651542000.0,432376000.0,219166000.0,-62119000.0,-75931000.0,8452000.0,-93487000.0,49674000.0,93513000.0,78431000.0,252569000.0,427983000.0,277171000.0,351433000.0,19598000.0,44322000.0,63920000.0,76550000.0,-20669000.0,-3362000.0,-30112000.0,-3362000.0,0.0,,,0.911238910275606,0.6282691912213039,0.1792178835448153,-0.1434857614704808,-0.09534151290323571,-0.21843624629950256,-1.221254082299151,False,0.8350097975179621,False,0.149351726587271,0.8211377554715958,-7.349621391386654,1.5223548598892946,4.342279823447002,7.261260357634419,-0.07457129353359479,-0.3233573216520651,-17307000.0,0.2210895632547841
"Home Depot, Inc. (The)",HD,Home Improvement Retail,2023,157403000000.0,104625000000.0,52778000000.0,24039000000.0,27069000000.0,1617000000.0,17105000000.0,2757000000.0,3317000000.0,24886000000.0,32471000000.0,76445000000.0,23110000000.0,74883000000.0,1231000000.0,41962000000.0,43193000000.0,1562000000.0,14615000000.0,-3140000000.0,-10993000000.0,-3119000000.0,0.0,,,1.4050627434011251,0.328212894850714,0.11929900475984423,0.10867010158637383,0.15272262917479337,0.2237556413107463,10.950704225352112,False,27.65236875800256,False,0.565020603047943,0.9795670089606907,14.866419294990724,2.059035908169272,4.204171019850518,47.45342176665662,0.6324102120294245,0.33836501284930426,17734000000.0,0.8544285296696872
"Home Depot, Inc. (The)",HD,Home Improvement Retail,2024,152669000000.0,101709000000.0,50960000000.0,21689000000.0,25114000000.0,1943000000.0,15143000000.0,3760000000.0,3328000000.0,20976000000.0,29775000000.0,76530000000.0,22015000000.0,75486000000.0,1368000000.0,42743000000.0,44111000000.0,1044000000.0,21172000000.0,-4729000000.0,-15443000000.0,-3226000000.0,0.0,,,1.3524869407222349,0.3996820349761526,0.1707926413808767,0.09918844035134834,0.1420655142825328,0.19787011629426368,14.504789272030651,False,42.25191570881226,False,0.5763883444400889,0.986358290866327,11.162635100360268,1.994890892460473,4.435436745017662,45.95003762227238,0.9617079264138088,0.4799709822946657,24398000000.0,1.3981377534174206
"Home Depot, Inc. (The)",HD,Home Improvement Retail,2025,159514000000.0,106206000000.0,53308000000.0,21526000000.0,25488000000.0,2321000000.0,14806000000.0,1659000000.0,4903000000.0,23451000000.0,31683000000.0,96119000000.0,28661000000.0,89479000000.0,4898000000.0,48485000000.0,53383000000.0,6640000000.0,19810000000.0,-21031000000.0,-694000000.0,-3485000000.0,0.0,,,1.1054394473326123,0.28721956665852555,0.05788353511740693,0.09281943904610254,0.13494740273581002,0.15403822345217907,2.2298192771084335,False,8.039608433734939,False,0.5553844713324109,0.9309189650329279,9.274450667815596,1.65954701983999,4.781146600040516,38.75932450492042,0.6911831408534245,0.37109192064889573,23295000000.0,1.3379710928002162
Johnson & Johnson,JNJ,Drug Manufacturers - General,2023,85159000000.0,26553000000.0,58606000000.0,22009000000.0,23320000000.0,772000000.0,35153000000.0,21859000000.0,19387000000.0,11181000000.0,53495000000.0,167558000000.0,46282000000.0,98784000000.0,3451000000.0,25881000000.0,29332000000.0,68774000000.0,22791000000.0,878000000.0,-15825000000.0,-5013000000.0,0.0,,,1.1558489261483946,0.9142647249470637,0.4723002463160624,0.41279254101151963,0.2584459657816555,0.20979601093352748,0.511137930031698,False,0.4264983860179719,False,0.1750558015731866,0.5895510808197758,28.509067357512954,0.5082359541173802,2.3748323048027906,4.392582658482488,0.4924376647508751,0.777001227328515,27804000000.0,0.6483372685119335
Johnson & Johnson,JNJ,Drug Manufacturers - General,2024,88821000000.0,27471000000.0,61350000000.0,21249000000.0,24781000000.0,755000000.0,14066000000.0,24105000000.0,18927000000.0,12444000000.0,55893000000.0,180104000000.0,50321000000.0,108614000000.0,5983000000.0,30651000000.0,36634000000.0,71490000000.0,24266000000.0,-18599000000.0,-3132000000.0,-6207000000.0,0.0,,,1.1107291190556627,0.863436736153892,0.47902466167206537,0.1583634500850024,0.23923396494072346,0.07809932039266201,0.19675479087984332,False,0.512435305637152,False,0.20340469950695153,0.6030626748989473,28.144370860927154,0.49316506018744727,2.3255873015873014,4.636477527796628,0.48222412114226665,0.6623901293880002,30473000000.0,1.7251528508460117
Johnson & Johnson,JNJ,Drug Manufacturers - General,2025,94193000000.0,30256000000.0,63937000000.0,25596000000.0,41055000000.0,971000000.0,26804000000.0,19709000000.0,21331000000.0,14191000000.0,55624000000.0,199210000000.0,54126000000.0,117666000000.0,8495000000.0,39438000000.0,47933000000.0,81544000000.0,24530000000.0,-23588000000.0,-5539000000.0,-5217000000.0,0.0,,,1.027676163027011,0.7654916306396187,0.36413184052026754,0.2845646704107524,0.27173993821196907,0.13455147833944078,0.3287059746885117,False,0.5878176199352497,False,0.24061543095226143,0.5906631193213192,26.360453141091657,0.472832689122032,2.271897878730993,4.679467435043966,0.4532017884196135,0.511755992739866,29747000000.0,0.9151619161319207
JP Morgan Chase & Co.,JPM,Banks - Diversified,2023,154952000000.0,,,,,81321000000.0,49552000000.0,624151000000.0,107363000000.0,0.0,,3875393000000.0,,3547515000000.0,44712000000.0,391825000000.0,436537000000.0,327878000000.0,12974000000.0,67643000000.0,-25571000000.0,,0.0,,,,,,0.319789354122567,,0.012786316123293819,0.15112938349020064,False,1.3314007039203606,False,0.11264328546808026,0.9153949031749812,,0.03998355779658992,,1.4432532622970669,,0.029720275715460546,,0.26182596060703905
JP Morgan Chase & Co.,JPM,Banks - Diversified,2024,169439000000.0,,,,,101350000000.0,58471000000.0,469317000000.0,101223000000.0,0.0,,4002814000000.0,,3658056000000.0,52893000000.0,401418000000.0,454311000000.0,344758000000.0,-42012000000.0,-163403000000.0,63447000000.0,,0.0,,,,,,0.34508584210246757,,0.014607473642292647,0.16960012530528662,False,1.3177678255471954,False,0.11349790422437815,0.9138710916869982,,0.04232997086549612,,1.624644031718332,,-0.09247409813982052,,-0.7185100306134665
