Company Name,Ticker,Industry,Year,Revenue,Cost of Sales / COGS,Gross Profit,Operating Profit / EBIT,EBITDA,Interest Expense,Net Income,Cash & Cash Equivalents,Accounts Receivable,Inventory,Current Assets,Total Assets,Current Liabilities,Total Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Total Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Capital Expenditure,Distress Status,Distress Event,Distress Event Year,Current Ratio,Quick Ratio,Cash Ratio,Net Profit Margin,EBIT Margin,ROA,ROE,ROE_negative_equity_flag,Debt-to-Equity,Debt-to-Equity_negative_equity_flag,Debt Ratio,Liabilities-to-Assets,Interest Coverage,Asset Turnover,Inventory Turnover,Receivables Turnover,Operating Cash Flow Ratio,CFO to Debt,Free Cash Flow,CFO to Net Income,Revenue Growth,Net Income Growth,EBIT Growth,Total Debt Growth,Asset Growth,ROA Change,ROE Change,Current Ratio Change,Debt-to-Equity Change,Interest Coverage Change,Operating Cash Flow Change,Free Cash Flow Change,Flag: ROA Declining,Flag: Revenue Declining,Flag: Debt Increasing,Flag: Interest Coverage Declining,Flag: Operating Cash Flow Negative,Flag: Free Cash Flow Negative,Flag: Current Ratio Declining,Flag: Debt-to-Equity Increasing,Deterioration Score (0-8),Target: Distress Next Year
Abbott Laboratories,ABT,Medical Devices,2024,41950000000.0,18706000000.0,23244000000.0,6825000000.0,10790000000.0,559000000.0,13402000000.0,7616000000.0,9495000000.0,6194000000.0,23656000000.0,81414000000.0,14157000000.0,33513000000.0,1500000000.0,12625000000.0,14125000000.0,47664000000.0,8558000000.0,-2338000000.0,-5404000000.0,-2207000000.0,0.0,,,1.6709754891573074,1.233453415271597,0.5379670834216289,0.3194755661501788,0.1626936829558999,0.1646154224089223,0.2811765693185633,False,0.2963452500839207,False,0.1734959589259832,0.4116368192202815,12.209302325581396,0.5152676443854866,2.931056095267941,4.580694474776152,0.6045066045066045,0.6058761061946902,10765000000.0,0.6385614087449635,0.04589992271061358,1.3417787873492923,0.053565915405989505,-0.0377409905306901,0.11200043707487639,0.0864473124845909,0.13292384284652747,0.033088053278397034,-0.08391017047924798,2.0397575846080844,0.1786255336730478,0.13758850258903096,False,False,False,False,False,False,False,False,0,0.0
Abbott Laboratories,ABT,Medical Devices,2025,44328000000.0,19319000000.0,25009000000.0,8053000000.0,12075000000.0,493000000.0,6524000000.0,8522000000.0,10569000000.0,6488000000.0,25996000000.0,86713000000.0,16496000000.0,33942000000.0,3033000000.0,9896000000.0,12929000000.0,52130000000.0,9566000000.0,-2422000000.0,-6309000000.0,-2171000000.0,0.0,,,1.5758971871968963,1.1825897187196897,0.5166100872938895,0.1471756000721891,0.181668471395055,0.0752367003794125,0.125148666794552,False,0.2480145789372722,False,0.1491010575115611,0.3914291974675077,16.33468559837728,0.5112036257539239,3.0466803343321245,4.41866028708134,0.579898157129001,0.7398870755665558,11737000000.0,1.4662783568362967,0.0566865315852205,-0.513206984032234,0.17992673992673994,-0.08467256637168141,0.06508708575920603,-0.08937872202950979,-0.15602790252401127,-0.09507830196041112,-0.04833067114664852,4.125383272795885,0.11778452909558308,0.09029261495587552,True,False,False,False,False,False,True,False,2,
Adobe Inc.,ADBE,Software - Application,2023,19409000000.0,2354000000.0,17055000000.0,6650000000.0,7784000000.0,113000000.0,5428000000.0,7141000000.0,2224000000.0,0.0,11084000000.0,29779000000.0,8251000000.0,13261000000.0,73000000.0,3634000000.0,3707000000.0,16518000000.0,7302000000.0,776000000.0,-5182000000.0,-360000000.0,0.0,,,1.3433523209307965,1.3433523209307965,0.8654708520179372,0.2796640733680251,0.3426245556185275,0.1822761006078108,0.3286112120111393,False,0.224421842838116,False,0.1244836965646932,0.4453138117465328,58.849557522123895,0.6517680244467577,,8.72706834532374,0.884983638346867,1.9697868896681956,7662000000.0,1.345246868091378,,,,,,,,,,,,,False,False,False,False,False,False,False,False,0,0.0
Adobe Inc.,ADBE,Software - Application,2024,21505000000.0,2358000000.0,19147000000.0,7741000000.0,7957000000.0,169000000.0,5560000000.0,7613000000.0,2072000000.0,0.0,11232000000.0,30230000000.0,10521000000.0,16125000000.0,1499000000.0,4129000000.0,5628000000.0,14105000000.0,8056000000.0,149000000.0,-7724000000.0,-183000000.0,0.0,,,1.067579127459367,1.067579127459367,0.7236004182111967,0.2585445245291792,0.3599627993489886,0.1839232550446576,0.3941864587025877,False,0.3990074441687345,False,0.1861726761495203,0.5334105193516374,45.80473372781065,0.711379424412835,,10.011638733705771,0.7657066818743465,1.431414356787491,8239000000.0,1.4489208633093524,0.10799113813179453,0.02431834929992631,0.16406015037593985,0.5182087941731859,0.015144900768998288,0.0016471544368467927,0.06557524669144843,-0.2757731934714296,0.1745856013306185,-13.044823794313245,0.10325938099150918,0.075306708431219,False,False,True,True,False,False,True,True,4,0.0
Adobe Inc.,ADBE,Software - Application,2025,23769000000.0,2551000000.0,21218000000.0,8706000000.0,9815000000.0,263000000.0,7130000000.0,5431000000.0,2344000000.0,0.0,10163000000.0,29496000000.0,10200000000.0,17873000000.0,77000000.0,6210000000.0,6287000000.0,11623000000.0,10031000000.0,-1187000000.0,-11060000000.0,-179000000.0,0.0,,,0.9963725490196078,0.9963725490196078,0.5324509803921569,0.2999705498758888,0.3662754007320459,0.2417276918904258,0.6134388712036479,False,0.5409102641314635,False,0.2131475454298887,0.6059465690263086,33.10266159695818,0.8058380797396257,,10.764945652173912,0.9834313725490196,1.5955145538412598,10210000000.0,1.4068723702664796,0.10527784236224134,0.2823741007194245,0.12466089652499678,0.11709310589907605,-0.024280516043665233,0.05780443684576822,0.2192524125010602,-0.07120657843975908,0.14190281996272897,-12.702072130852471,0.2451588877855015,0.2392280616579682,False,False,True,True,False,False,True,True,4,
"AMC Entertainment Holdings, Inc",AMC,Entertainment,2023,4812600000.0,1606400000.0,3206200000.0,39100000.0,383000000.0,411200000.0,-396600000.0,884300000.0,205200000.0,39500000.0,1203100000.0,9009200000.0,1632400000.0,10857100000.0,25100000.0,4552300000.0,4577400000.0,-1847900000.0,-215200000.0,-180100000.0,649300000.0,-229600000.0,1.0,Severe Debt Restructuring & Dilution,2023.0,0.737012987012987,0.712815486400392,0.5417177162460182,-0.0824086772222914,0.0081245065037609,-0.0440216667406651,0.2146220033551599,True,-2.4770820931868607,True,0.5080806286906717,1.2051125516139058,0.0950875486381322,0.5341872752297652,40.66835443037974,23.453216374269005,-0.1318304337172261,-0.0470135885000218,14400000.0,0.5426122037317196,,,,,,,,,,,,,False,False,False,False,True,False,False,False,1,0.0
"AMC Entertainment Holdings, Inc",AMC,Entertainment,2024,4637200000.0,1544800000.0,3092400000.0,-6800000.0,412700000.0,443700000.0,-352600000.0,632300000.0,169500000.0,51200000.0,947200000.0,8247500000.0,1744800000.0,10008000000.0,64200000.0,4010900000.0,4075100000.0,-1760500000.0,-50800000.0,-242900000.0,68400000.0,-245500000.0,0.0,,,0.5428702430077946,0.5135259055479138,0.3623911049977075,-0.0760372638661261,-0.0014664021392219,-0.0427523491967262,0.200284010224368,True,-2.314740130644703,True,0.4941012428008487,1.2134586238254017,-0.0153256704980842,0.5622552288572294,34.063947078280044,24.75153456098212,-0.0291150848234754,-0.0124659517557851,194700000.0,0.1440726035167328,-0.03644599592735735,0.11094301563287948,-1.173913043478261,-0.10973478393848037,-0.08454690760555876,0.0012693175439388998,-0.014337993130791898,-0.19414274400519238,0.1623419625421576,-0.11041321913621639,0.7639405204460966,12.520833333333334,False,True,False,True,True,False,True,True,5,0.0
"AMC Entertainment Holdings, Inc",AMC,Entertainment,2025,4848900000.0,1602200000.0,3246700000.0,40500000.0,215700000.0,530200000.0,-632400000.0,428500000.0,157300000.0,42600000.0,730500000.0,8017800000.0,1772300000.0,9912600000.0,19900000.0,4018600000.0,4038500000.0,-1894800000.0,-119800000.0,-221600000.0,125200000.0,-246100000.0,0.0,,,0.4121762681261637,0.3881397054674717,0.2417762229870789,-0.1304213326733898,0.0083524098249087,-0.0788745042280924,0.3337555414819506,True,-2.131359510238548,True,0.503691785776647,1.236324178702387,0.0763862693323274,0.604766893661603,34.16204690831557,29.675030599755203,-0.0675957794955707,-0.0296644793859106,126300000.0,0.1894370651486401,0.04565254895195377,-0.7935337492909813,6.955882352941177,-0.008981374690191652,-0.027850863898150956,-0.036122155031366204,0.13347153125758257,-0.13069397488163093,0.183380620406155,0.09171193983041159,-1.358267716535433,-0.35130970724191063,True,False,False,False,True,False,True,True,4,
"Amazon.com, Inc.",AMZN,Internet Retail,2023,574785000000.0,304739000000.0,270046000000.0,36852000000.0,89402000000.0,3182000000.0,30425000000.0,73387000000.0,52253000000.0,33318000000.0,172351000000.0,527854000000.0,164917000000.0,325979000000.0,0.0,58314000000.0,58314000000.0,201875000000.0,84946000000.0,-49833000000.0,-15879000000.0,-52729000000.0,0.0,,,1.0450772206625152,0.8430483212767634,0.4449935422060794,0.0529328357559783,0.0641144079960333,0.0576390441296267,0.1507120743034055,False,0.2888619195046439,False,0.1104737294782269,0.6175552330758126,11.581395348837209,1.0889090543976174,9.146377333573444,11.000038275314337,0.5150833449553411,1.4566999348355454,137675000000.0,2.791980279375513,,,,,,,,,,,,,False,False,False,False,False,False,False,False,0,0.0
"Amazon.com, Inc.",AMZN,Internet Retail,2024,637959000000.0,326288000000.0,311671000000.0,68593000000.0,123815000000.0,2406000000.0,59248000000.0,78779000000.0,55451000000.0,34214000000.0,190867000000.0,624894000000.0,179431000000.0,338924000000.0,0.0,52623000000.0,52623000000.0,285970000000.0,115877000000.0,-94342000000.0,-11812000000.0,-82999000000.0,0.0,,,1.063734806137178,0.8730542659852534,0.4390489937636194,0.0928711719718665,0.1075194487420038,0.0948128802644928,0.2071825715984194,False,0.1840158058537608,False,0.084211082199541,0.5423703860174686,28.5091438071488,1.020907545919788,9.663211514541254,11.84652380598678,0.645802564774203,2.2020219295745207,198876000000.0,1.9557959762354848,0.10990892246666145,0.9473459326211997,0.8613101052860089,-0.09759234489144973,0.1838387129774521,0.037173836134866106,0.05647049729501391,0.018657585474662897,-0.10484611365088312,16.92774845831159,0.36412544439997174,0.4445324132921736,False,False,False,False,False,False,False,False,0,0.0
"Amazon.com, Inc.",AMZN,Internet Retail,2025,716924000000.0,356414000000.0,360510000000.0,79975000000.0,165341000000.0,2274000000.0,77670000000.0,86810000000.0,67729000000.0,38325000000.0,229083000000.0,818042000000.0,218005000000.0,406977000000.0,0.0,65648000000.0,65648000000.0,411065000000.0,139514000000.0,-142545000000.0,9661000000.0,-131819000000.0,0.0,,,1.0508153482718283,0.8750166280589895,0.398201876103759,0.1083378433418326,0.1115529679575519,0.094946225254938,0.1889482198679041,False,0.1597022368725141,False,0.0802501583048303,0.4975013507863899,35.16930518909411,0.8763902097936291,9.826824191124777,11.64026627699302,0.6399577991330474,2.125182793078236,271333000000.0,1.796240504699369,0.12377754683294695,0.3109303267620848,0.1659352995203592,0.2475153450012352,0.3090892215319718,0.00013334499044519166,-0.018234351730515297,-0.01291945786534976,-0.024313568981246703,6.660161381945311,0.20398353426478075,0.36433254892495825,False,False,True,False,False,False,True,False,2,
BlackBerry Limited,BB,Software - Infrastructure,2023,526300000.0,159700000.0,366600000.0,-69600000.0,-90700000.0,6400000.0,-734400000.0,295000000.0,135000000.0,0.0,743000000.0,1679000000.0,729000000.0,822000000.0,367000000.0,52000000.0,419000000.0,857000000.0,-262200000.0,175200000.0,6000000.0,-40900000.0,1.0,Strategic Review & Debt Refinancing,2024.0,1.01920438957476,1.01920438957476,0.4046639231824417,-1.3954018620558617,-0.1322439673190195,-0.4374032162001191,-0.8569428238039674,False,0.4889148191365227,False,0.2495533055390113,0.4895771292435973,-10.875,0.3134603930911256,,3.8985185185185194,-0.3596707818930041,-0.6257756563245823,-221300000.0,0.3570261437908497,,,,,,,,,,,,,False,False,False,False,True,True,False,False,2,1.0
BlackBerry Limited,BB,Software - Infrastructure,2024,759100000.0,268400000.0,490700000.0,45600000.0,93900000.0,5600000.0,-130200000.0,175100000.0,223700000.0,0.0,507500000.0,1395000000.0,356900000.0,619900000.0,19600000.0,194100000.0,213700000.0,775100000.0,-3500000.0,46600000.0,-165100000.0,-20900000.0,1.0,Strategic Review & Debt Refinancing,2024.0,1.421966937517512,1.421966937517512,0.4906136172597366,-0.1715189039652219,0.0600711368726123,-0.0933333333333333,-0.1679783253773706,False,0.2757063604696168,False,0.153189964157706,0.4443727598566308,8.142857142857142,0.5441577060931899,,4.232506272651241,-0.0098066685346035,-0.0163781001403837,17400000.0,0.0268817204301075,0.44233326999809996,0.8227124183006536,1.6551724137931034,-0.4899761336515513,-0.16914830256104824,0.34406988286678586,0.6889644984265968,0.4027625479427519,-0.2132084586669059,19.017857142857142,0.986651411136537,1.078626299141437,False,False,False,False,True,False,False,False,1,0.0
BlackBerry Limited,BB,Software - Infrastructure,2025,534900000.0,140000000.0,394900000.0,13100000.0,59200000.0,6000000.0,-79000000.0,266700000.0,223700000.0,0.0,591500000.0,1295600000.0,344300000.0,575700000.0,15000000.0,195300000.0,210300000.0,719900000.0,16500000.0,60700000.0,3100000.0,-10100000.0,0.0,,,1.7179785071158873,1.7179785071158873,0.7746151611966309,-0.1476911572256496,0.0244905589829874,-0.0609756097560975,-0.1097374635366023,False,0.2921239060980691,False,0.1623186168570546,0.4443501080580426,2.183333333333333,0.4128589070700834,,2.391148860080465,0.047923322683706,0.0784593437945791,26600000.0,-0.2088607594936709,-0.2953497562903438,0.3932411674347158,-0.7127192982456141,-0.015910154422087038,-0.07125448028673835,0.0323577235772358,0.05824086184076829,0.2960115695983754,0.016417545628452324,-5.959523809523809,5.714285714285714,0.5287356321839081,False,True,False,True,False,False,False,True,3,
Blink Charging Co.,BLNK,Engineering & Construction,2023,140129000.0,100392000.0,39737000.0,-105340000.0,-186212000.0,3546000.0,-203693000.0,98721000.0,45447000.0,47942000.0,221734000.0,428519000.0,69701000.0,139122000.0,6792000.0,7188000.0,13980000.0,289397000.0,-97570000.0,-36210000.0,197315000.0,-8580000.0,1.0,Operating Cash Deficit / Restructuring Plan,2024.0,3.1812169122394227,2.4933932081318777,1.41634983716159,-1.453610601659899,-0.7517359004916898,-0.4753418168155904,-0.7038531843799348,False,0.0483073425087336,False,0.0326239910015658,0.324657716460647,-29.70671178793006,0.3270076706050373,2.094030286596304,3.083349836072788,-1.3998364442403983,-6.97925608011445,-88990000.0,0.4790051695443633,,,,,,,,,,,,,False,False,False,False,True,True,False,False,2,1.0
Blink Charging Co.,BLNK,Engineering & Construction,2024,122989000.0,86392000.0,36597000.0,-73298000.0,-187480000.0,431000.0,-201318000.0,41774000.0,42072000.0,36608000.0,139480000.0,215026000.0,59468000.0,99510000.0,265000.0,7259000.0,7524000.0,115516000.0,-48291000.0,5277000.0,-12419000.0,-8617000.0,1.0,Operating Cash Deficit / Restructuring Plan,2024.0,2.345463106208381,1.7298715275442256,0.7024618282101298,-1.636878094788965,-0.595971997495711,-0.9362495698194636,-1.7427715641123307,False,0.0651338342740399,False,0.0349911173532503,0.4627812450587371,-170.06496519721577,0.5719726916744952,2.043571850975754,2.810566848341503,-0.8120501782471246,-6.418261562998405,-39674000.0,0.2398742288319971,-0.12231586609481264,0.011659703573515045,0.3041769508258971,-0.46180257510729616,-0.49821128118006436,-0.4609077530038732,-1.038918379732396,-0.8357538060310419,0.016826491765306303,-140.3582534092857,0.5050630316695706,0.5541746263625127,True,True,False,True,True,True,True,True,7,0.0
Blink Charging Co.,BLNK,Engineering & Construction,2025,103210000.0,78017000.0,25193000.0,-74679000.0,-65083000.0,,-83385000.0,39568000.0,29532000.0,14153000.0,89318000.0,147453000.0,63472000.0,82963000.0,265000.0,4868000.0,5133000.0,64490000.0,-30857000.0,8544000.0,19267000.0,-9913000.0,0.0,,,1.4072031762036803,1.1842229644567683,0.6233929921855307,-0.8079158996221296,-0.7235636081775022,-0.5655022278285284,-1.2929911614203753,False,0.0795937354628624,False,0.0348110923480702,0.562640298942714,,0.6999518490637695,3.0738953133311004,2.882799843584157,-0.4861513738341316,-6.011494252873563,-20944000.0,0.3700545661689752,-0.16081926025904755,0.5858045480284922,-0.01884089606810554,-0.31778309409888356,-0.3142550203231237,0.3707473419909352,0.4497804026919554,-0.9382599300047005,0.014459901188822497,,0.36101965169493283,0.4720975954025306,False,True,False,False,True,True,True,True,5,
"Beyond Meat, Inc.",BYND,Packaged Foods,2023,343376000.0,426031000.0,-82655000.0,-325890000.0,-282188000.0,3955000.0,-338144000.0,190505000.0,31730000.0,130336000.0,372844000.0,774450000.0,74354000.0,1287818000.0,3677000.0,1137542000.0,1141219000.0,-513368000.0,-107825000.0,-9491000.0,-550000.0,-10564000.0,1.0,Balance Sheet Restructuring / Going Concern Evaluation,2024.0,5.014444414557388,3.261532668047449,2.5621351911127848,-0.984763058571362,-0.9490762313032944,-0.4366247014009942,0.6586775957987253,True,-2.223003771173895,True,1.4735864161663117,1.662880754083543,-82.39949431099873,0.4433804635547808,3.2687131721090106,10.821809013551844,-1.4501573553541167,-0.0944823035718823,-97261000.0,0.3188730245102678,,,,,,,,,,,,,False,False,False,False,True,True,False,False,2,1.0
