Company Name,Ticker,Industry,Year,Revenue,Cost of Sales / COGS,Gross Profit,Operating Profit / EBIT,EBITDA,Interest Expense,Net Income,Cash & Cash Equivalents,Accounts Receivable,Inventory,Current Assets,Total Assets,Current Liabilities,Total Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Total Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Capital Expenditure,Distress Status,Distress Event,Distress Event Year
Visa Inc.,V,Credit Services,2023,32653000000.0,6567000000.0,26086000000.0,21927000000.0,22624000000.0,644000000.0,17273000000.0,16286000000.0,4474000000.0,0.0,33532000000.0,90499000000.0,23098000000.0,51766000000.0,0.0,20463000000.0,20463000000.0,38733000000.0,20755000000.0,-2006000000.0,-17772000000.0,-1059000000.0,0.0,,
Visa Inc.,V,Credit Services,2024,35926000000.0,7042000000.0,28884000000.0,24057000000.0,25591000000.0,641000000.0,19743000000.0,11975000000.0,7015000000.0,0.0,34033000000.0,94511000000.0,26517000000.0,55374000000.0,0.0,20836000000.0,20836000000.0,39137000000.0,19950000000.0,-1926000000.0,-20633000000.0,-1257000000.0,0.0,,
Visa Inc.,V,Credit Services,2025,40000000000.0,7855000000.0,32145000000.0,26556000000.0,26003000000.0,589000000.0,20058000000.0,17164000000.0,7317000000.0,0.0,37766000000.0,99627000000.0,35048000000.0,61718000000.0,5569000000.0,19602000000.0,25171000000.0,37909000000.0,23059000000.0,708000000.0,-18963000000.0,-1482000000.0,0.0,,
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2023,41321000000.0,24526000000.0,16795000000.0,-886000000.0,22367000000.0,2221000000.0,-3126000000.0,3780000000.0,7312000000.0,0.0,14218000000.0,122757000000.0,15332000000.0,76285000000.0,1780000000.0,41889000000.0,43669000000.0,45226000000.0,7477000000.0,-1259000000.0,-5837000000.0,-1316000000.0,1.0,Massive Goodwill Impairment ($9.1B) & Debt Burden,2024.0
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2024,39321000000.0,22970000000.0,16351000000.0,18000000.0,11612000000.0,2017000000.0,-11311000000.0,5312000000.0,5926000000.0,0.0,14078000000.0,104560000000.0,15810000000.0,69622000000.0,2748000000.0,36757000000.0,39505000000.0,34037000000.0,5375000000.0,-349000000.0,-3749000000.0,-948000000.0,1.0,Massive Goodwill Impairment ($9.1B) & Debt Burden,2024.0
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2025,37296000000.0,20885000000.0,16411000000.0,1309000000.0,21263000000.0,2085000000.0,727000000.0,4566000000.0,6366000000.0,0.0,13206000000.0,100085000000.0,12500000000.0,62919000000.0,139000000.0,32428000000.0,32567000000.0,35919000000.0,4319000000.0,-1179000000.0,-4240000000.0,-1231000000.0,0.0,,
Walmart Inc.,WMT,Discount Stores,2023,611289000000.0,463721000000.0,147568000000.0,20428000000.0,30089000000.0,2128000000.0,11680000000.0,8625000000.0,7933000000.0,56576000000.0,75655000000.0,243197000000.0,92198000000.0,159206000000.0,4563000000.0,34649000000.0,39212000000.0,76693000000.0,28841000000.0,-17722000000.0,-17039000000.0,-16857000000.0,0.0,,
Walmart Inc.,WMT,Discount Stores,2024,648125000000.0,490142000000.0,157983000000.0,27012000000.0,36384000000.0,2683000000.0,15511000000.0,9867000000.0,8796000000.0,54892000000.0,76877000000.0,252399000000.0,92415000000.0,161828000000.0,4325000000.0,36132000000.0,40457000000.0,83861000000.0,35726000000.0,-21287000000.0,-13414000000.0,-20606000000.0,0.0,,
Walmart Inc.,WMT,Discount Stores,2025,680985000000.0,511753000000.0,169232000000.0,29348000000.0,42010000000.0,2728000000.0,19436000000.0,9037000000.0,9975000000.0,56435000000.0,79458000000.0,260823000000.0,96584000000.0,163131000000.0,5666000000.0,33401000000.0,39067000000.0,91013000000.0,36443000000.0,-21379000000.0,-14822000000.0,-23783000000.0,0.0,,
ExxonMobil Holdings Corporation,XOM,Oil & Gas Integrated,2023,334697000000.0,250555000000.0,84142000000.0,44461000000.0,74273000000.0,849000000.0,36010000000.0,31539000000.0,38015000000.0,25120000000.0,96609000000.0,376317000000.0,65316000000.0,163779000000.0,4090000000.0,33645000000.0,37735000000.0,204802000000.0,55369000000.0,-19274000000.0,-34297000000.0,-21919000000.0,0.0,,
ExxonMobil Holdings Corporation,XOM,Oil & Gas Integrated,2024,339247000000.0,262505000000.0,76742000000.0,39652000000.0,73311000000.0,996000000.0,33680000000.0,23029000000.0,43681000000.0,23524000000.0,91990000000.0,453475000000.0,70307000000.0,182869000000.0,4955000000.0,32804000000.0,37759000000.0,263705000000.0,55022000000.0,-19938000000.0,-42789000000.0,-24306000000.0,0.0,,
ExxonMobil Holdings Corporation,XOM,Oil & Gas Integrated,2025,323905000000.0,252665000000.0,71240000000.0,33938000000.0,67864000000.0,603000000.0,28844000000.0,10681000000.0,44562000000.0,26302000000.0,83382000000.0,448980000000.0,72330000000.0,182354000000.0,9296000000.0,27928000000.0,37224000000.0,259386000000.0,51970000000.0,-25927000000.0,-39081000000.0,-28358000000.0,0.0,,
